mag,tipo_mag,lat,lon,depth,year,month,day,hour,minute,second
3.1,Mw,-1.03,-78.33,6.3,2003,5,14,21,58,49.0
3.0,Mw,0.2,-79.62,17.0,2003,5,15,0,25,19.0
3.7,Mw,-2.45,-80.86,35.68,2003,5,15,12,18,35.0
3.4,Mw,-0.98,-79.17,113.9,2003,5,15,21,0,57.0
3.2,Mw,-1.12,-78.23,5.5,2003,5,21,6,3,5.0
3.0,Mw,-0.66,-77.52,21.5,2003,5,22,9,48,19.0
3.3,Mw,0.66,-79.49,12.0,2003,5,23,15,49,52.0
4.2,Mw,-0.8,-78.72,15.5,2003,5,24,3,56,45.0
3.1,Mw,-0.81,-78.69,25.94,2003,5,24,4,41,15.0
3.5,Mw,-0.84,-78.7,34.06,2003,5,24,5,57,17.0
3.4,Mw,-1.69,-80.01,13.84,2003,5,24,15,2,16.0
3.2,Mw,-2.0,-79.81,5.49,2003,5,24,19,4,15.0
3.5,Mw,-0.78,-78.72,24.5,2003,5,25,2,16,12.0
4.3,Mw,-2.57,-78.12,12.0,2003,5,25,4,24,37.0
3.9,Mw,-2.44,-80.1,12.0,2003,5,25,4,45,0.0
4.2,Mw,2.82,-79.16,10.0,2003,5,25,6,45,22.0
3.2,Mw,-1.15,-80.28,12.0,2003,5,25,7,46,33.0
3.7,Mw,-2.04,-78.18,18.5,2003,5,25,8,2,52.0
3.0,Mw,-2.58,-78.09,12.0,2003,5,25,8,9,10.0
4.1,Mw,-2.4,-78.08,8.0,2003,5,25,19,0,14.0
3.3,Mw,-1.11,-78.21,11.5,2003,5,26,7,22,57.0
3.7,Mw,-0.78,-78.71,25.1,2003,5,28,2,49,32.0
4.1,Mw,-2.15,-76.26,160.0,2003,5,29,3,12,42.0
3.3,Mw,0.3,-78.02,1.8,2003,5,29,8,39,59.0
3.1,Mw,-1.76,-79.85,16.33,2003,5,29,22,7,33.0
3.3,Mw,-1.2,-77.37,7.8,2003,5,31,19,19,20.0
3.6,Mw,-0.3,-79.81,46.2,2003,5,31,22,53,28.0
3.3,Mw,-1.03,-78.78,12.9,2003,6,1,3,23,6.0
3.0,Mw,-2.1,-77.25,9.95,2003,6,1,20,15,11.0
3.3,Mw,-0.86,-80.67,82.0,2003,6,3,0,2,10.0
3.1,Mw,-1.04,-78.29,6.2,2003,6,3,11,11,14.0
4.4,Mw,-2.45,-79.12,45.09,2003,6,3,12,18,38.0
3.3,Mw,-2.1,-80.04,12.0,2003,6,3,13,46,52.0
3.0,Mw,-2.12,-79.77,12.0,2003,6,4,1,48,52.0
3.0,Mw,-0.77,-78.69,8.2,2003,6,4,21,39,24.0
3.4,Mw,-2.18,-79.69,19.78,2003,6,6,15,57,57.0
4.1,Mw,-6.29,-76.04,150.0,2003,6,8,20,52,19.0
3.0,Mw,-1.09,-77.79,28.0,2003,6,9,22,16,39.0
3.1,Mw,-0.71,-79.86,12.0,2003,6,11,4,43,32.0
3.7,Mw,-1.15,-77.8,24.0,2003,6,11,23,48,32.0
3.0,Mw,-0.64,-79.54,65.4,2003,6,12,2,32,0.0
4.0,Mw,-6.42,-79.67,63.4,2003,6,13,10,32,59.0
3.6,Mw,-1.94,-78.14,167.8,2003,6,13,12,26,19.0
3.0,Mw,0.15,-80.2,21.0,2003,6,13,20,40,2.0
3.6,Mw,-1.86,-77.51,189.6,2003,6,15,4,1,34.0
3.0,Mw,-0.6,-78.66,23.25,2003,6,16,1,35,48.0
3.2,Mw,-0.85,-78.09,12.9,2003,6,17,14,54,26.0
3.1,Mw,-0.85,-78.04,8.8,2003,6,17,15,59,27.0
3.3,Mw,-0.4,-78.6,8.9,2003,6,17,21,24,54.0
3.9,Mw,-1.73,-80.34,12.0,2003,6,18,8,24,19.0
3.5,Mw,-1.65,-80.32,12.0,2003,6,18,16,9,32.0
4.2,Mw,-2.23,-79.34,106.3,2003,6,19,22,50,5.0
3.4,Mw,-1.39,-80.88,12.0,2003,6,20,11,10,34.0
3.5,Mw,-0.66,-78.31,7.4,2003,6,23,10,57,42.0
3.5,Mw,-1.61,-78.09,167.2,2003,6,23,23,0,46.0
3.2,Mw,-1.77,-79.99,9.55,2003,6,25,10,55,42.0
3.4,Mw,-0.8,-80.84,12.0,2003,6,25,23,35,40.0
3.6,Mw,-0.92,-79.19,96.4,2003,6,29,1,54,28.0
3.1,Mw,-0.91,-79.16,99.6,2003,7,1,15,45,10.0
3.4,Mw,-1.34,-78.0,153.8,2003,7,2,8,7,13.0
3.0,Mw,-1.23,-78.07,20.4,2003,7,3,7,31,27.0
3.1,Mw,-2.92,-77.68,12.0,2003,7,4,22,51,22.0
3.3,Mw,-2.86,-79.08,12.0,2003,7,6,16,11,38.0
3.5,Mw,-0.14,-80.24,30.3,2003,7,6,21,14,19.0
3.2,Mw,-1.08,-78.33,3.0,2003,7,8,17,14,57.0
3.8,Mw,-2.84,-78.29,12.0,2003,7,8,18,29,48.0
3.3,Mw,-2.32,-79.61,21.18,2003,7,11,4,26,52.0
4.4,Mw,-2.94,-78.02,12.0,2003,7,13,21,59,25.0
3.2,Mw,-2.38,-79.07,12.0,2003,7,14,16,34,40.0
3.6,Mw,-1.29,-77.55,12.1,2003,7,15,3,48,42.0
3.1,Mw,-1.62,-77.78,14.0,2003,7,16,4,24,9.0
3.0,Mw,-1.03,-78.35,8.4,2003,7,18,5,9,18.0
3.3,Mw,-2.67,-77.93,12.0,2003,7,20,2,56,6.0
3.0,Mw,-1.07,-78.32,13.88,2003,7,20,11,59,27.0
3.6,Mw,-1.05,-78.32,15.59,2003,7,20,12,21,17.0
3.0,Mw,-1.05,-78.29,10.8,2003,7,20,23,31,42.0
3.1,Mw,0.55,-79.74,12.0,2003,7,23,7,53,58.0
3.0,Mw,-1.02,-79.43,97.8,2003,7,23,21,26,48.0
3.0,Mw,-0.94,-79.1,135.0,2003,7,24,14,38,11.0
3.3,Mw,-1.11,-78.23,6.0,2003,7,27,23,19,45.0
3.2,Mw,-1.05,-78.24,2.5,2003,7,28,8,52,56.0
4.3,Mw,-3.13,-77.43,50.7,2003,7,28,9,32,12.0
3.2,Mw,-2.45,-79.43,12.0,2003,7,28,17,4,10.0
3.5,Mw,0.04,-80.44,12.2,2003,7,31,1,2,12.0
3.5,Mw,0.06,-80.46,8.7,2003,7,31,7,37,49.0
3.2,Mw,0.54,-79.92,22.3,2003,7,31,23,1,5.0
3.4,Mw,-0.03,-78.45,1.3,2003,8,1,18,31,28.0
3.4,Mw,-0.03,-78.44,0.1,2003,8,1,19,11,40.0
3.1,Mw,-0.11,-80.42,16.7,2003,8,2,7,40,38.0
3.5,Mw,0.04,-80.43,11.5,2003,8,2,8,6,19.0
3.3,Mw,-0.61,-77.6,21.0,2003,8,3,2,35,55.0
3.9,Mw,-4.04,-81.03,23.5,2003,8,3,12,36,24.0
3.0,Mw,-2.62,-77.84,7.0,2003,8,3,20,6,17.0
3.2,Mw,-2.43,-79.24,46.84,2003,8,7,21,37,10.0
3.2,Mw,-1.22,-78.09,25.0,2003,8,8,7,18,17.0
3.3,Mw,-2.12,-80.1,13.66,2003,8,12,2,20,34.0
4.3,Mw,2.81,-74.94,32.4,2003,8,12,5,37,4.0
3.1,Mw,-1.77,-78.07,176.2,2003,8,13,17,22,44.0
3.0,Mw,-0.78,-80.86,3.5,2003,8,14,22,48,48.0
4.2,Mw,-1.05,-80.63,19.8,2003,8,15,10,26,52.0
3.2,Mw,-1.03,-78.33,6.2,2003,8,15,15,17,38.0
4.1,Mw,0.35,-79.85,12.9,2003,8,16,4,59,52.0
3.6,Mw,-1.09,-78.25,1.8,2003,8,16,8,38,8.0
3.2,Mw,-1.04,-78.29,5.6,2003,8,17,1,30,48.0
3.7,Mw,-0.89,-80.6,5.9,2003,8,17,13,33,14.0
3.3,Mw,-2.82,-79.04,29.25,2003,8,18,5,15,58.0
3.0,Mw,-1.03,-78.23,10.2,2003,8,19,5,49,34.0
3.3,Mw,-1.04,-78.21,5.5,2003,8,19,18,52,0.0
4.4,Mw,-1.25,-78.18,2.0,2003,8,20,10,5,51.0
5.0,Mw,3.07,-77.85,30.7,2003,8,22,5,29,15.0
3.4,Mw,-0.85,-79.43,105.1,2003,8,22,7,19,25.0
3.6,Mw,-0.83,-79.86,68.0,2003,8,23,17,15,12.0
3.0,Mw,-1.21,-78.33,160.1,2003,8,26,11,4,40.0
3.0,Mw,0.63,-79.04,1.6,2003,8,26,17,30,47.0
3.3,Mw,-1.05,-78.32,10.9,2003,8,28,1,40,18.0
3.2,Mw,0.45,-78.68,2.9,2003,8,28,18,8,53.0
3.1,Mw,-1.27,-80.42,44.0,2003,8,28,23,56,10.0
3.5,Mw,-1.19,-80.28,16.0,2003,8,29,14,26,4.0
3.1,Mw,-1.8,-78.37,149.2,2003,8,29,19,51,16.0
3.3,Mw,-1.08,-78.23,-2.1,2003,8,30,6,20,33.0
3.6,Mw,-0.13,-79.75,63.1,2003,8,30,6,50,10.0
4.2,Mw,-4.72,-80.14,100.0,2003,8,30,13,7,41.0
3.0,Mw,-0.71,-80.34,49.93,2003,9,1,0,26,23.0
3.1,Mw,-0.006,-78.46,-1.4,2003,9,1,7,31,7.0
3.6,Mw,-1.82,-80.29,10.45,2003,9,1,9,22,29.0
5.0,Mw,-3.4,-78.83,89.8,2003,9,1,23,20,45.0
3.1,Mw,-2.31,-80.41,40.32,2003,9,4,12,11,39.0
3.1,Mw,-1.3,-79.56,31.5,2003,9,5,9,28,41.0
3.5,Mw,-2.6,-80.97,33.99,2003,9,5,15,17,31.0
4.5,Mw,-4.21,-80.41,69.6,2003,9,6,12,12,19.0
3.8,Mw,-2.03,-77.7,15.2,2003,9,7,2,11,32.0
3.1,Mw,-0.77,-77.52,25.1,2003,9,7,2,47,4.0
3.0,Mw,-2.39,-80.26,40.51,2003,9,7,3,25,13.0
3.8,Mw,-2.51,-81.07,25.0,2003,9,7,10,49,0.0
3.9,Mw,-1.16,-79.58,90.1,2003,9,8,7,35,18.0
3.4,Mw,-2.81,-79.73,12.0,2003,9,9,11,10,22.0
3.2,Mw,-2.1,-77.86,160.0,2003,9,10,8,49,0.0
3.2,Mw,-2.9,-78.18,16.0,2003,9,11,7,26,53.0
3.2,Mw,-1.19,-78.39,9.3,2003,9,11,9,43,8.0
3.3,Mw,-0.02,-78.51,3.0,2003,9,13,9,26,1.0
5.3,Mw,-1.1,-78.26,2.9,2003,9,13,18,33,8.0
3.3,Mw,-1.07,-78.34,9.0,2003,9,13,18,39,58.0
3.2,Mw,-1.07,-78.28,6.8,2003,9,13,19,5,2.0
3.5,Mw,-0.16,-79.58,69.0,2003,9,14,4,39,18.0
3.6,Mw,0.07,-78.33,1.0,2003,9,15,4,0,31.0
3.2,Mw,0.07,-78.34,0.1,2003,9,15,4,44,25.0
3.2,Mw,0.08,-78.33,-0.4,2003,9,15,5,28,12.0
3.2,Mw,-1.07,-78.37,6.1,2003,9,16,17,21,51.0
3.0,Mw,-1.62,-79.06,7.5,2003,9,16,19,53,37.0
3.5,Mw,-2.22,-78.15,175.4,2003,9,17,10,17,51.0
3.0,Mw,-1.62,-78.02,202.8,2003,9,18,9,15,17.0
3.1,Mw,-1.28,-79.31,117.0,2003,9,18,21,29,5.0
3.2,Mw,-2.97,-78.18,12.0,2003,9,20,4,52,11.0
4.2,Mw,-2.63,-79.73,12.0,2003,9,20,5,19,15.0
3.0,Mw,-0.57,-77.83,15.2,2003,9,22,7,0,37.0
3.1,Mw,-2.13,-79.74,15.64,2003,9,23,4,3,17.0
3.9,Mw,-2.4,-79.8,9.94,2003,9,23,10,33,18.0
3.7,Mw,-1.12,-78.33,7.9,2003,9,24,5,14,9.0
3.4,Mw,-1.12,-78.32,14.87,2003,9,24,18,33,8.0
3.0,Mw,-1.35,-79.37,98.43,2003,9,26,4,9,34.0
3.6,Mw,-1.09,-78.22,7.5,2003,9,26,23,43,18.0
4.3,Mw,-1.64,-78.16,158.4,2003,9,27,7,48,56.0
3.3,Mw,-1.51,-77.99,151.8,2003,9,28,11,37,23.0
3.9,Mw,-2.97,-78.13,12.0,2003,9,29,4,8,20.0
3.3,Mw,-1.03,-78.75,11.2,2003,9,29,10,12,26.0
3.1,Mw,-1.11,-78.35,14.8,2003,9,29,12,14,35.0
3.2,Mw,1.32,-80.14,21.47,2003,9,29,18,55,28.0
3.3,Mw,-1.63,-81.21,47.24,2003,9,30,2,28,12.0
3.1,Mw,0.96,-79.91,12.0,2003,9,30,5,37,57.0
3.0,Mw,-1.14,-78.18,12.68,2003,9,30,7,58,36.0
3.3,Mw,1.16,-79.99,2.7,2003,9,30,19,2,17.0
3.7,Mw,-2.97,-77.93,25.0,2003,10,1,3,24,51.0
3.7,Mw,1.39,-80.15,17.0,2003,10,1,4,38,54.0
3.1,Mw,-1.89,-80.02,10.0,2003,10,1,5,0,26.0
3.1,Mw,-1.97,-77.88,25.0,2003,10,1,7,26,38.0
3.6,Mw,-2.77,-78.07,16.0,2003,10,1,10,21,33.0
3.0,Mw,0.64,-79.09,39.73,2003,10,1,14,33,18.0
4.2,Mw,-2.94,-81.03,13.45,2003,10,2,6,11,46.0
4.0,Mw,-1.3,-80.78,13.5,2003,10,3,22,9,3.0
3.4,Mw,-1.44,-81.16,10.0,2003,10,3,23,14,58.0
3.4,Mw,-1.03,-78.31,8.8,2003,10,4,5,30,45.0
3.3,Mw,-1.31,-81.11,12.0,2003,10,4,15,24,39.0
4.7,Mw,-3.05,-77.95,95.8,2003,10,5,12,29,31.0
3.2,Mw,-2.15,-79.87,13.24,2003,10,5,22,53,26.0
3.5,Mw,-1.43,-78.35,147.7,2003,10,7,9,39,36.0
3.4,Mw,-1.12,-78.32,-0.3,2003,10,7,15,1,12.0
3.2,Mw,-0.42,-78.61,10.1,2003,10,7,18,16,34.0
3.2,Mw,-0.44,-78.63,5.9,2003,10,7,18,23,39.0
3.2,Mw,-0.19,-79.08,12.4,2003,10,8,12,27,53.0
3.1,Mw,-1.05,-78.4,10.3,2003,10,10,18,8,10.0
3.3,Mw,-1.7,-78.85,3.8,2003,10,11,9,7,46.0
3.1,Mw,-1.55,-77.94,31.0,2003,10,13,9,8,42.0
3.1,Mw,-1.53,-80.84,41.2,2003,10,14,7,2,31.0
3.4,Mw,-2.27,-77.65,12.0,2003,10,15,16,53,20.0
3.2,Mw,-0.34,-79.24,16.4,2003,10,16,0,49,9.0
3.0,Mw,-0.33,-79.21,22.0,2003,10,16,1,36,59.0
3.2,Mw,-0.35,-79.21,23.0,2003,10,16,8,55,7.0
3.0,Mw,-0.37,-79.17,12.87,2003,10,17,20,2,2.0
3.0,Mw,-1.42,-78.27,135.1,2003,10,20,6,43,17.0
3.0,Mw,-0.86,-79.86,55.1,2003,10,21,14,50,3.0
3.3,Mw,-2.51,-79.6,12.0,2003,10,22,10,41,24.0
3.0,Mw,0.22,-77.42,20.1,2003,10,23,12,32,21.0
3.0,Mw,-1.35,-79.82,32.51,2003,10,24,1,55,35.0
3.6,Mw,-1.54,-77.99,160.9,2003,10,24,11,44,5.0
3.2,Mw,0.3,-79.97,24.0,2003,10,24,14,56,49.0
3.4,Mw,-2.48,-81.21,12.0,2003,10,25,0,1,12.0
3.0,Mw,-0.8,-78.74,10.2,2003,10,25,4,52,44.0
3.3,Mw,-0.11,-78.77,6.8,2003,10,25,20,55,49.0
3.1,Mw,-0.72,-78.69,13.7,2003,10,26,14,22,43.0
4.2,Mw,-1.14,-78.3,2.1,2003,10,26,18,29,4.0
3.3,Mw,-2.5,-78.57,115.0,2003,10,27,4,25,27.0
3.2,Mw,0.87,-79.58,12.0,2003,10,28,3,32,34.0
3.3,Mw,-1.36,-78.21,139.6,2003,10,28,23,38,58.0
3.0,Mw,-0.36,-79.95,24.9,2003,10,29,19,3,8.0
3.2,Mw,-2.26,-79.74,34.36,2003,10,30,3,34,5.0
3.0,Mw,-1.0,-79.21,118.4,2003,10,31,16,8,23.0
3.1,Mw,-2.02,-79.93,16.0,2003,11,7,20,23,3.0
3.6,Mw,-0.17,-77.3,18.7,2003,11,7,20,34,53.0
3.0,Mw,-0.05,-78.73,119.0,2003,11,8,5,2,39.0
4.1,Mw,0.54,-77.27,10.0,2003,11,8,22,2,56.0
3.2,Mw,-0.98,-79.21,123.2,2003,11,9,3,37,28.0
3.5,Mw,-1.16,-80.24,9.07,2003,11,9,7,30,35.0
3.3,Mw,-1.97,-77.66,12.0,2003,11,9,9,43,58.0
3.6,Mw,-1.42,-78.03,153.2,2003,11,9,11,29,1.0
3.0,Mw,-0.02,-78.45,3.3,2003,11,10,0,45,17.0
3.2,Mw,-1.83,-78.15,32.8,2003,11,10,2,6,22.0
3.4,Mw,-2.1,-79.81,10.0,2003,11,11,15,57,12.0
3.1,Mw,0.96,-79.67,12.0,2003,11,12,7,51,14.0
4.3,Mw,-1.42,-78.11,163.6,2003,11,13,5,55,53.0
3.0,Mw,-0.97,-79.17,111.6,2003,11,13,21,51,48.0
3.6,Mw,-2.6,-78.05,12.0,2003,11,14,7,16,0.0
3.5,Mw,-2.23,-80.29,18.8,2003,11,15,3,34,8.0
3.3,Mw,-2.11,-79.72,39.3,2003,11,16,13,43,11.0
3.4,Mw,0.68,-79.04,45.0,2003,11,19,13,9,12.0
3.0,Mw,-2.05,-79.79,12.0,2003,11,20,18,8,20.0
3.1,Mw,-2.16,-80.14,12.0,2003,11,22,0,13,46.0
4.3,Mw,-5.85,-80.88,73.6,2003,11,22,4,44,47.0
3.0,Mw,-1.12,-78.36,6.3,2003,11,22,18,34,9.0
3.5,Mw,-2.05,-79.81,29.15,2003,11,23,18,19,22.0
3.8,Mw,-2.35,-80.0,60.0,2003,11,24,3,41,16.0
3.6,Mw,-2.19,-79.2,113.1,2003,11,25,23,29,36.0
5.5,Mw,-1.93,-75.62,182.5,2003,11,26,7,42,32.0
3.2,Mw,-2.34,-77.95,73.7,2003,11,26,23,57,42.0
3.0,Mw,-1.61,-78.22,14.8,2003,11,27,17,31,47.0
3.1,Mw,0.69,-79.63,13.55,2003,11,27,20,20,23.0
3.3,Mw,-0.45,-78.62,12.5,2003,11,28,16,53,9.0
3.5,Mw,-2.29,-78.83,68.0,2003,11,28,22,3,23.0
3.1,Mw,0.003,-80.29,41.8,2003,11,29,4,26,59.0
3.0,Mw,-1.06,-78.28,9.7,2003,11,29,22,44,58.0
4.2,Mw,3.6,-82.78,33.0,2003,11,30,2,31,29.0
3.2,Mw,-1.62,-77.75,188.7,2003,11,30,17,13,43.0
3.0,Mw,0.02,-78.75,16.1,2003,11,30,22,11,48.0
3.4,Mw,0.65,-80.28,10.6,2003,12,1,14,56,42.0
3.9,Mw,0.68,-80.27,11.0,2003,12,1,20,18,42.0
3.3,Mw,0.83,-80.27,30.5,2003,12,2,14,52,11.0
3.0,Mw,-1.06,-78.33,8.7,2003,12,2,17,46,20.0
3.6,Mw,-2.11,-79.41,99.4,2003,12,5,3,48,19.0
3.0,Mw,-2.19,-79.56,20.8,2003,12,5,7,4,13.0
3.2,Mw,-1.17,-78.33,16.0,2003,12,5,16,3,28.0
3.5,Mw,-1.12,-80.26,17.12,2003,12,6,4,2,32.0
3.3,Mw,-1.11,-78.31,4.5,2003,12,7,10,15,48.0
4.4,Mw,-6.06,-80.49,55.1,2003,12,9,8,38,52.0
3.6,Mw,0.06,-78.47,3.0,2003,12,9,23,52,44.0
3.3,Mw,-2.77,-78.21,12.0,2003,12,10,7,26,2.0
3.1,Mw,-0.13,-77.77,3.4,2003,12,10,8,30,55.0
3.0,Mw,-1.02,-78.34,12.0,2003,12,11,14,56,7.0
3.1,Mw,-1.81,-78.13,164.9,2003,12,13,20,38,57.0
4.4,Mw,-1.75,-77.7,196.6,2003,12,14,18,43,39.0
3.1,Mw,-1.57,-79.15,138.3,2003,12,14,23,6,35.0
3.4,Mw,-2.75,-80.19,60.0,2003,12,15,13,51,54.0
4.0,Mw,-4.96,-81.09,39.9,2003,12,16,0,55,4.0
4.0,Mw,-0.37,-77.53,6.9,2003,12,16,6,24,54.0
3.4,Mw,-0.39,-79.79,23.8,2003,12,16,17,18,28.0
3.1,Mw,-0.8,-78.31,4.4,2003,12,18,5,57,57.0
3.4,Mw,-2.03,-79.8,7.16,2003,12,18,8,38,56.0
3.2,Mw,-1.56,-77.85,10.5,2003,12,18,13,39,39.0
3.2,Mw,-0.34,-77.48,2.7,2003,12,18,16,50,46.0
3.0,Mw,-0.34,-77.48,5.1,2003,12,20,20,18,17.0
3.2,Mw,-0.41,-79.05,23.9,2003,12,21,0,2,45.0
3.2,Mw,-1.13,-79.25,15.0,2003,12,21,0,4,32.0
3.6,Mw,-1.62,-81.04,11.85,2003,12,21,0,34,27.0
3.6,Mw,-1.38,-80.98,16.0,2003,12,22,15,2,4.0
3.8,Mw,-0.89,-80.76,26.74,2003,12,22,21,30,9.0
4.0,Mw,-3.77,-77.37,101.6,2003,12,25,14,22,54.0
3.1,Mw,-1.82,-81.14,21.0,2003,12,25,21,16,37.0
3.4,Mw,-1.44,-78.2,140.0,2003,12,25,21,56,21.0
3.0,Mw,-1.04,-78.17,3.1,2003,12,29,16,27,41.0
3.5,Mw,-0.7,-77.97,7.5,2003,12,30,0,4,57.0
3.7,Mw,-0.08,-80.49,13.0,2003,12,31,21,42,38.0
3.4,Mw,0.97,-78.54,3.3,2004,1,1,8,22,9.0
3.2,Mw,-1.81,-78.08,165.6,2004,1,1,10,46,17.0
4.3,Mw,2.95,-79.09,27.7,2004,1,1,12,6,56.0
3.1,Mw,-1.28,-78.4,15.0,2004,1,4,9,58,34.0
5.0,Mw,-3.57,-77.51,39.0,2004,1,4,16,13,1.0
3.6,Mw,-1.22,-79.69,116.0,2004,1,4,23,53,52.0
3.0,Mw,-1.34,-79.79,6.0,2004,1,5,16,26,7.0
3.3,Mw,-2.1,-77.45,16.46,2004,1,7,0,22,0.0
3.3,Mw,-1.01,-78.26,8.9,2004,1,7,1,50,58.0
3.0,Mw,-1.01,-78.28,10.3,2004,1,7,3,5,45.0
4.3,Mw,-0.41,-77.87,-0.8,2004,1,8,0,2,0.0
3.6,Mw,-0.4,-77.95,21.0,2004,1,8,0,7,45.0
3.1,Mw,-0.39,-77.96,11.7,2004,1,8,0,12,36.0
3.5,Mw,-0.39,-77.98,13.3,2004,1,8,0,15,4.0
3.2,Mw,-0.4,-77.92,9.0,2004,1,8,2,1,47.0
3.5,Mw,-0.41,-77.96,11.8,2004,1,8,2,51,27.0
3.2,Mw,-0.41,-77.95,9.4,2004,1,8,4,21,41.0
3.1,Mw,-0.41,-77.95,11.1,2004,1,8,7,54,26.0
3.5,Mw,-0.39,-77.96,12.0,2004,1,8,10,22,52.0
4.8,Mw,-4.0,-80.31,74.4,2004,1,8,21,19,39.0
3.0,Mw,0.33,-79.82,17.5,2004,1,9,16,20,24.0
3.0,Mw,-1.28,-78.4,21.0,2004,1,9,19,41,2.0
3.0,Mw,-1.46,-78.22,133.0,2004,1,10,3,31,35.0
3.4,Mw,-1.0,-78.95,118.0,2004,1,10,7,53,54.0
3.1,Mw,-1.16,-77.6,12.5,2004,1,10,17,44,37.0
3.5,Mw,-0.42,-78.46,3.9,2004,1,10,18,47,40.0
3.0,Mw,0.15,-80.14,23.0,2004,1,10,22,24,40.0
3.0,Mw,0.21,-78.67,68.4,2004,1,11,3,11,42.0
3.5,Mw,-1.38,-78.18,149.2,2004,1,12,16,54,0.0
3.2,Mw,0.83,-79.79,17.4,2004,1,13,1,45,9.0
3.4,Mw,-1.88,-80.02,19.9,2004,1,13,3,18,44.0
3.4,Mw,-2.77,-78.4,100.9,2004,1,15,16,44,23.0
3.1,Mw,-1.47,-79.41,6.4,2004,1,15,20,47,11.0
3.0,Mw,-1.34,-78.57,18.5,2004,1,16,1,10,9.0
4.2,Mw,-3.53,-77.68,110.0,2004,1,16,10,38,9.0
3.0,Mw,-0.09,-78.42,3.9,2004,1,16,21,12,22.0
3.6,Mw,-2.12,-78.11,23.7,2004,1,18,13,1,9.0
3.5,Mw,-2.44,-77.45,144.5,2004,1,18,14,39,33.0
3.2,Mw,-1.49,-80.7,27.38,2004,1,18,23,55,44.0
3.4,Mw,-0.31,-77.89,13.2,2004,1,20,0,9,54.0
3.6,Mw,-2.7,-79.01,37.18,2004,1,21,0,39,15.0
3.0,Mw,-2.53,-79.54,29.38,2004,1,21,9,32,44.0
3.0,Mw,-1.1,-79.32,75.3,2004,1,21,22,41,41.0
3.4,Mw,0.43,-79.13,8.2,2004,1,22,6,30,5.0
3.0,Mw,-1.04,-79.28,97.3,2004,1,27,7,18,14.0
4.4,Mw,-4.75,-80.59,33.0,2004,1,29,9,14,35.0
4.3,Mw,-4.5,-79.64,84.4,2004,1,29,21,17,41.0
3.0,Mw,0.32,-78.57,8.77,2004,1,29,22,28,16.0
3.0,Mw,-1.33,-79.02,107.8,2004,1,29,23,2,48.0
3.3,Mw,-2.92,-78.54,12.0,2004,1,30,15,46,31.0
3.3,Mw,-1.27,-80.51,14.6,2004,1,30,20,38,17.0
3.1,Mw,0.64,-79.82,23.5,2004,1,31,22,5,6.0
3.6,Mw,-1.4,-81.24,12.8,2004,1,31,22,21,1.0
3.2,Mw,-2.55,-77.29,18.2,2004,2,1,20,35,18.0
4.4,Mw,-2.32,-76.53,148.6,2004,2,1,21,50,52.0
3.0,Mw,-2.03,-79.8,4.7,2004,2,3,14,49,55.0
3.5,Mw,-2.35,-78.0,9.0,2004,2,9,2,46,16.0
3.0,Mw,-2.85,-78.08,12.0,2004,2,9,3,50,42.0
3.0,Mw,-0.55,-78.65,16.2,2004,2,13,10,56,8.0
3.1,Mw,0.32,-77.05,9.89,2004,2,13,12,59,30.0
3.1,Mw,-1.82,-77.56,11.17,2004,2,15,6,47,3.0
3.0,Mw,-1.52,-78.22,18.4,2004,2,16,10,48,43.0
3.0,Mw,0.05,-78.41,2.0,2004,2,17,2,32,44.0
3.6,Mw,-0.93,-79.17,104.9,2004,2,17,9,45,36.0
3.5,Mw,-0.28,-77.4,13.2,2004,2,18,6,44,0.0
3.0,Mw,-1.06,-78.31,8.2,2004,2,18,11,27,23.0
3.5,Mw,-1.8,-79.59,12.0,2004,2,18,19,52,37.0
3.2,Mw,-2.18,-77.73,3.0,2004,2,20,0,33,5.0
3.6,Mw,-0.93,-79.19,96.2,2004,2,20,1,9,43.0
3.2,Mw,-2.1,-78.03,3.1,2004,2,21,7,43,53.0
3.3,Mw,-2.61,-78.8,42.07,2004,2,21,18,14,7.0
3.5,Mw,-1.84,-78.59,131.5,2004,2,22,9,52,20.0
3.0,Mw,-1.19,-78.32,10.0,2004,2,22,17,38,43.0
3.7,Mw,-2.07,-77.77,153.4,2004,2,25,11,17,55.0
3.6,Mw,-0.79,-79.23,109.3,2004,2,25,12,57,17.0
3.3,Mw,-2.68,-78.12,12.0,2004,2,26,12,20,17.0
3.4,Mw,0.35,-77.32,11.8,2004,3,2,6,17,22.0
3.3,Mw,-1.21,-79.36,90.6,2004,3,4,17,41,33.0
3.2,Mw,-1.08,-78.26,12.0,2004,3,7,8,5,25.0
3.0,Mw,-1.01,-78.34,10.1,2004,3,7,10,2,42.0
3.1,Mw,-1.01,-79.81,43.52,2004,3,7,21,0,1.0
3.3,Mw,-2.55,-77.45,12.0,2004,3,8,1,36,45.0
4.1,Mw,-3.88,-76.15,143.7,2004,3,8,2,29,24.0
3.5,Mw,-0.24,-78.52,7.5,2004,3,8,5,37,18.0
3.0,Mw,-1.01,-78.25,8.71,2004,3,8,6,48,42.0
3.3,Mw,0.46,-78.25,12.0,2004,3,8,7,35,12.0
3.0,Mw,-0.97,-79.19,117.0,2004,3,8,14,29,12.0
3.1,Mw,-1.47,-79.8,6.1,2004,3,8,16,35,44.0
3.5,Mw,0.003,-79.63,3.6,2004,3,9,11,47,3.0
