mag,tipo_mag,lat,lon,depth,year,month,day,hour,minute,second
6.4,Mw,0.05,-78.33,10.0,1587,8,31,1,30,0.0
7.0,Mw,-1.73,-78.8,10.0,1645,3,15,0,0,0.0
6.4,Mw,-1.67,-79.05,10.0,1674,8,29,0,0,0.0
6.2,Mw,-1.25,-78.42,10.0,1687,11,22,0,0,0.0
7.25,Mw,-1.65,-78.8,10.0,1698,6,20,6,0,0.0
5.9,Mw,-0.75,-78.75,10.0,1736,12,6,8,0,0.0
6.1,Mw,-0.92,-78.56,10.0,1757,2,22,0,0,0.0
5.8,Mw,-1.68,-78.78,10.0,1786,5,10,15,0,0.0
7.6,Mw,-1.5,-78.6,10.0,1797,2,4,12,45,0.0
7.4,Mw,1.12,-77.0,10.0,1834,1,20,1,45,0.0
7.2,Mw,0.02,-78.75,10.0,1859,3,22,13,30,0.0
6.1,Mw,-1.25,-78.42,10.0,1868,5,17,18,0,0.0
6.6,Mw,0.7,-77.92,10.0,1868,8,15,19,30,0.0
7.25,Mw,0.25,-78.3,10.0,1868,8,16,6,40,0.0
6.2,Mw,-1.73,-78.8,10.0,1911,9,23,4,10,0.0
6.44,Mw,-0.6,-78.42,10.0,1914,5,31,13,27,0.0
6.1,Mw,-0.55,-78.63,10.0,1923,2,5,12,22,0.0
6.1,Mw,0.88,-77.8,10.0,1923,12,14,10,31,0.0
6.0,Mw,0.87,-77.78,10.0,1926,12,18,18,5,0.0
5.88,Mw,-0.5,-78.48,10.0,1929,7,25,8,39,0.0
5.8,Mw,-0.4,-78.41,10.0,1938,8,10,2,2,0.0
5.7,Mw,-0.71,-78.7,10.0,1944,9,15,19,20,0.0
6.0,Mw,1.05,-77.36,10.0,1953,12,23,4,45,0.0
6.14,Mw,0.28,-78.39,10.0,1955,7,20,21,0,0.0
5.0,Mw,-0.98,-78.59,10.0,1958,1,24,13,50,0.0
5.65,Mw,-1.2,-78.7,10.0,1960,7,30,2,4,0.0
6.3,Mw,-2.089,-78.968,10.0,1961,4,8,9,3,0.0
5.9,Mw,-1.16,-78.65,10.0,1962,11,16,6,39,0.0
5.0,Mw,-0.52,-78.61,10.0,1976,11,29,23,20,0.0
7.2,Mw,-2.0,-82.0,0.0,1901,1,7,0,29,0.0
8.8,Mw,0.95,-79.36,20.0,1906,1,31,15,36,0.0
7.5,Mw,-2.0,-79.0,150.0,1906,9,28,15,24,54.0
7.0,Mw,0.0,-82.0,0.0,1907,6,1,8,45,0.0
7.0,Mw,-5.0,-80.0,0.0,1912,7,24,11,59,0.0
7.1,Mw,4.0,-74.0,0.0,1917,8,31,11,36,24.0
6.0,Mw,3.0,-77.5,35.0,1920,1,30,18,26,45.0
6.8,Mw,-3.5,-81.68,35.0,1924,3,11,22,44,27.0
6.5,Mw,-1.0,-79.0,287.0,1924,7,22,4,4,16.0
6.8,Mw,2.81,-80.16,15.0,1924,10,18,23,5,30.0
6.8,Mw,3.0,-80.5,318.0,1925,6,7,23,41,40.0
6.8,Mw,-0.11,-77.03,25.0,1925,6,23,16,46,39.0
6.5,Mw,-2.8,-74.5,0.0,1926,3,7,20,33,28.0
6.0,Mw,-6.5,-81.5,0.0,1927,3,13,5,32,16.0
7.2,Mw,-5.26,-78.55,35.0,1928,5,14,22,14,51.0
6.9,Mw,-5.35,-78.73,35.0,1928,7,18,19,4,8.0
6.2,Mw,-2.0,-74.5,0.0,1930,11,24,6,6,48.0
6.0,Mw,-6.0,-81.0,50.0,1932,9,5,6,23,50.0
5.6,Mw,0.5,-78.5,60.0,1933,5,18,4,28,35.0
6.2,Mw,-6.4,-75.2,0.0,1933,10,1,2,40,39.0
6.7,Mw,-1.83,-80.84,15.0,1933,10,2,15,29,29.0
6.2,Mw,-1.75,-80.75,35.0,1933,10,3,10,21,20.0
6.0,Mw,-1.75,-80.75,35.0,1933,10,3,14,21,49.0
6.0,Mw,4.0,-78.0,35.0,1934,4,3,7,36,27.0
6.0,Mw,3.4,-77.8,0.0,1934,8,6,12,7,13.0
6.2,Mw,-5.0,-78.0,110.0,1934,10,29,23,25,23.0
6.0,Mw,-4.2,-79.8,0.0,1935,3,8,11,59,10.0
5.6,Mw,3.5,-83.0,35.0,1935,6,11,21,55,55.0
5.5,Mw,3.4,-77.8,0.0,1935,10,27,22,5,2.0
6.0,Mw,-2.0,-79.0,130.0,1935,11,2,21,5,40.0
6.2,Mw,2.61,-79.46,25.0,1935,12,24,12,24,11.0
6.5,Mw,2.2,-78.5,65.0,1937,5,21,13,12,23.0
6.0,Mw,3.0,-84.0,35.0,1937,7,8,12,51,5.0
7.1,Mw,-1.97,-76.39,184.2,1937,7,19,19,35,27.0
6.0,Mw,-6.2,-75.3,0.0,1938,1,16,21,41,40.0
5.6,Mw,-6.5,-81.0,35.0,1940,5,4,16,44,30.0
6.0,Mw,-7.0,-80.0,35.0,1940,5,5,2,3,42.0
6.0,Mw,-2.0,-76.0,140.0,1940,10,23,2,23,15.0
6.5,Mw,-3.25,-76.75,120.0,1941,1,24,5,44,3.0
6.0,Mw,-6.5,-79.0,0.0,1942,1,8,15,12,22.0
7.8,Mw,0.01,-80.39,19.7,1942,5,14,2,13,28.0
6.8,Mw,-6.52,-76.76,123.6,1942,11,6,13,31,11.0
6.1,Mw,-1.98,-80.02,58.7,1943,1,30,5,32,3.0
6.5,Mw,-6.5,-76.0,140.0,1943,4,5,3,8,58.0
6.2,Mw,-2.5,-77.0,130.0,1943,12,22,7,1,50.0
6.0,Mw,3.1,-74.8,0.0,1944,5,9,14,29,49.0
6.73,Mw,0.6,-79.32,20.0,1944,10,23,23,40,1.0
6.5,Mw,1.9,-76.9,96.0,1945,7,9,16,42,8.0
6.8,Mw,-1.23,-78.4,10.0,1949,8,5,19,8,47.0
6.8,Mw,-4.0,-76.5,110.0,1950,6,7,16,52,34.0
6.0,Mw,-5.2,-77.2,0.0,1953,4,17,0,2,50.0
7.5,Mw,-3.59,-80.84,19.0,1953,12,12,17,31,28.0
6.7,Mw,-5.4,-76.7,128.0,1954,6,15,13,30,3.0
6.8,Mw,-0.2,-77.8,0.0,1955,5,11,11,4,1.0
6.9,Mw,-0.82,-80.28,35.0,1956,1,16,23,37,45.0
6.5,Mw,-3.3,-79.0,96.0,1956,3,22,6,34,0.0
6.12,Mw,3.7,-76.75,5.3,1957,5,24,2,37,50.0
6.34,Mw,-1.92,-80.99,15.0,1957,8,26,13,58,51.0
7.8,Mw,1.14,-79.59,29.8,1958,1,19,14,7,27.0
6.8,Mw,1.18,-79.58,35.0,1958,1,19,14,43,29.0
6.9,Mw,1.45,-79.55,35.0,1958,2,1,16,10,18.0
6.8,Mw,1.66,-79.19,46.0,1958,2,1,20,45,52.0
6.8,Mw,0.7,-79.57,35.0,1958,4,14,21,32,34.0
6.6,Mw,0.82,-79.82,0.0,1958,4,14,22,48,32.0
6.6,Mw,0.94,-79.62,0.0,1958,4,15,1,30,47.0
6.5,Mw,-3.12,-78.09,29.0,1958,5,25,21,11,42.0
6.9,Mw,-3.78,-81.68,35.0,1959,2,7,9,36,57.0
7.8,Mw,-6.77,-80.91,15.0,1960,11,20,22,1,1.0
4.3,Mw,-1.2,-79.0,33.0,1963,2,27,0,10,1.0
5.3,Mw,-4.5,-81.6,23.0,1963,3,4,15,43,2.0
5.6,Mw,-4.5,-81.5,22.0,1963,3,5,7,5,0.0
4.5,Mw,-1.5,-77.7,154.0,1963,3,30,9,23,13.0
5.2,Mw,-6.6,-81.2,31.0,1963,3,31,4,45,59.0
4.2,Mw,3.9,-75.0,33.0,1963,4,4,6,7,21.0
6.5,Mw,-6.25,-76.53,119.8,1963,4,13,2,20,58.0
6.6,Mw,-2.18,-77.62,20.0,1963,5,10,22,22,40.0
4.2,Mw,-2.9,-79.2,33.0,1963,5,11,21,3,56.0
4.0,Mw,-2.7,-77.0,115.0,1963,5,12,11,0,50.0
4.4,Mw,0.7,-80.2,25.0,1963,5,14,11,23,2.0
4.2,Mw,1.1,-77.6,148.0,1963,5,20,13,22,8.0
4.6,Mw,-1.6,-80.8,90.0,1963,5,23,3,57,43.0
4.7,Mw,-5.5,-81.2,33.0,1963,5,26,19,13,39.0
4.4,Mw,-2.3,-77.8,33.0,1963,6,8,8,57,24.0
4.4,Mw,-5.3,-78.5,33.0,1963,6,18,15,39,55.0
4.1,Mw,-2.3,-77.5,33.0,1963,6,20,20,42,17.0
4.1,Mw,-4.9,-81.2,45.0,1963,6,21,12,13,13.0
4.6,Mw,-2.4,-77.8,33.0,1963,7,2,2,52,53.0
4.2,Mw,-3.2,-77.8,65.0,1963,7,5,14,29,24.0
4.0,Mw,-2.4,-77.8,33.0,1963,7,25,20,31,17.0
4.7,Mw,-4.1,-80.9,34.0,1963,8,4,12,7,24.0
4.0,Mw,-1.0,-78.9,33.0,1963,8,11,6,30,36.0
4.3,Mw,-3.1,-80.4,66.0,1963,8,13,12,39,55.0
4.3,Mw,2.8,-76.1,33.0,1963,8,15,0,47,5.0
4.2,Mw,0.0,-80.9,64.0,1963,8,20,20,14,31.0
6.1,Mw,-6.97,-81.48,0.0,1963,8,29,15,30,29.0
4.8,Mw,2.2,-83.2,33.0,1963,9,6,13,57,42.0
4.0,Mw,-1.5,-77.9,178.0,1963,9,17,7,34,38.0
4.3,Mw,-2.6,-78.0,33.0,1963,9,19,0,6,43.0
4.7,Mw,-2.3,-77.6,33.0,1963,10,14,5,39,17.0
4.2,Mw,-2.7,-77.8,33.0,1963,10,26,12,56,46.0
4.3,Mw,1.96,-79.09,90.0,1964,8,24,16,42,22.0
4.1,Mw,1.47,-78.34,140.0,1964,8,27,21,46,41.0
4.2,Mw,1.06,-76.8,90.0,1964,9,5,4,35,28.0
4.5,Mw,-4.8,-81.22,72.0,1964,9,10,21,36,35.0
4.6,Mw,-5.86,-81.2,101.0,1964,9,19,17,26,19.0
3.8,Mw,-2.78,-79.6,131.0,1964,10,8,10,55,26.0
4.7,Mw,2.79,-78.03,76.0,1964,10,18,2,49,17.0
5.2,Mw,-1.96,-77.16,162.0,1964,10,25,6,25,50.0
5.2,Mw,-2.07,-78.89,48.0,1964,10,25,22,56,31.0
5.8,Mw,-4.03,-76.76,107.4,1964,11,2,6,50,1.0
4.3,Mw,-4.87,-76.7,109.0,1964,11,21,17,24,24.0
4.3,Mw,-4.52,-80.6,254.0,1964,11,29,3,24,46.0
4.2,Mw,-4.74,-79.21,98.0,1964,11,29,17,8,27.0
4.8,Mw,-6.56,-76.37,135.0,1964,12,7,15,55,52.0
4.9,Mw,2.7,-79.83,38.0,1964,12,7,21,3,48.0
4.3,Mw,-1.23,-77.52,218.0,1964,12,9,19,12,18.0
4.5,Mw,1.9,-76.7,191.0,1964,12,10,2,35,39.0
4.6,Mw,-0.89,-81.52,21.0,1965,1,6,16,30,37.0
4.3,Mw,-3.1,-76.7,30.0,1965,1,7,11,57,30.0
4.3,Mw,3.6,-74.0,20.0,1965,1,7,18,52,25.0
4.7,Mw,-3.32,-81.4,92.0,1965,1,10,3,43,45.0
5.5,Mw,-5.68,-81.41,31.2,1965,1,14,8,25,18.0
4.4,Mw,-2.3,-80.1,135.0,1965,1,16,16,22,16.0
4.5,Mw,-2.5,-78.2,33.0,1965,1,16,16,59,28.0
3.9,Mw,-0.66,-80.9,158.0,1965,1,26,13,48,44.0
4.5,Mw,-0.41,-80.75,81.0,1965,1,26,14,17,53.0
5.0,Mw,-1.48,-77.89,179.5,1965,2,11,16,10,30.0
4.5,Mw,-5.9,-77.6,69.0,1965,2,13,10,5,24.0
4.1,Mw,2.7,-79.7,33.0,1965,2,28,6,20,11.0
4.3,Mw,3.3,-83.9,33.0,1965,3,3,13,5,28.0
4.2,Mw,-1.26,-78.3,53.0,1965,3,6,4,43,12.0
4.7,Mw,3.35,-78.98,47.0,1965,3,7,6,33,19.0
4.9,Mw,-5.77,-77.74,37.5,1965,3,12,22,54,45.0
4.1,Mw,-0.4,-80.8,33.0,1965,3,14,15,30,37.0
3.8,Mw,-2.13,-77.17,193.0,1965,3,31,16,50,19.0
4.1,Mw,1.41,-79.76,99.0,1965,4,4,5,53,45.0
4.9,Mw,-3.11,-78.17,110.0,1965,4,6,19,21,50.0
4.4,Mw,3.25,-77.9,90.0,1965,4,12,0,42,59.0
4.4,Mw,-1.17,-78.93,84.0,1965,4,14,8,23,38.0
4.4,Mw,-5.72,-75.6,33.0,1965,4,15,2,0,10.0
3.9,Mw,1.22,-79.7,114.0,1965,4,18,12,23,10.0
4.6,Mw,-6.02,-78.68,118.0,1965,4,22,22,13,4.0
4.2,Mw,-1.31,-77.85,193.0,1965,4,26,8,39,4.0
3.6,Mw,-1.75,-77.78,199.0,1965,5,1,23,45,34.0
4.8,Mw,-2.8,-77.22,112.0,1965,5,9,19,58,1.0
4.1,Mw,-6.7,-80.9,71.0,1965,5,11,0,58,31.0
3.9,Mw,-1.79,-79.4,71.0,1965,5,19,8,5,14.0
4.4,Mw,-3.71,-80.77,9.0,1965,5,20,9,55,10.0
4.2,Mw,-1.37,-80.6,75.0,1965,6,6,21,41,40.0
4.2,Mw,-4.01,-78.2,33.0,1965,6,8,5,46,49.0
4.0,Mw,-4.67,-80.6,33.0,1965,6,18,3,37,50.0
4.5,Mw,-3.68,-77.77,37.0,1965,6,21,10,46,40.0
4.9,Mw,-2.56,-76.91,121.2,1965,6,27,17,9,5.0
4.3,Mw,2.7,-83.5,49.0,1965,7,7,7,55,47.0
4.4,Mw,-3.2,-77.7,90.0,1965,7,13,22,34,48.0
4.6,Mw,-2.9,-78.8,112.0,1965,7,13,22,49,46.0
4.4,Mw,-6.6,-80.9,36.0,1965,7,15,8,31,24.0
4.2,Mw,-3.5,-78.1,33.0,1965,7,24,12,16,8.0
4.3,Mw,-1.48,-78.07,170.0,1965,7,30,16,32,37.0
4.0,Mw,-4.9,-80.9,66.0,1965,8,1,4,36,40.0
4.5,Mw,-1.4,-78.74,119.4,1965,8,9,8,40,29.0
5.3,Mw,-4.31,-80.96,38.9,1965,8,13,0,54,45.0
3.5,Mw,-1.9,-78.2,265.0,1965,8,18,7,20,2.0
4.1,Mw,-2.3,-76.9,187.0,1965,8,22,10,39,27.0
4.4,Mw,3.8,-82.1,62.0,1965,8,31,14,47,46.0
4.2,Mw,-4.4,-80.5,227.0,1965,9,7,16,30,27.0
6.52,Mw,-1.44,-77.67,185.9,1965,9,17,11,13,57.0
3.9,Mw,-1.56,-77.6,209.0,1965,9,19,1,45,1.0
4.9,Mw,-6.39,-74.9,138.1,1965,9,20,18,10,41.0
3.8,Mw,-1.7,-77.5,245.0,1965,9,21,5,34,45.0
4.3,Mw,-2.51,-78.03,123.0,1969,6,18,13,53,51.0
4.6,Mw,-3.56,-76.88,76.0,1969,6,30,8,27,21.0
4.4,Mw,-5.3,-81.1,50.0,1969,7,3,12,31,41.0
4.5,Mw,-3.99,-80.86,25.1,1969,7,4,6,32,44.0
4.6,Mw,-4.19,-81.0,28.6,1969,7,4,7,21,50.0
5.2,Mw,-5.57,-77.16,18.4,1969,7,5,4,55,33.0
4.6,Mw,1.67,-79.36,35.0,1969,7,6,12,41,38.0
4.6,Mw,-4.2,-76.6,91.0,1969,7,11,13,51,23.0
4.3,Mw,3.54,-76.15,168.0,1969,7,15,3,13,28.0
5.0,Mw,-5.43,-81.83,19.2,1969,8,5,12,14,42.0
4.6,Mw,-3.48,-80.2,34.0,1969,8,6,3,50,44.0
4.5,Mw,-1.04,-78.65,33.0,1969,8,8,7,47,30.0
4.5,Mw,-3.72,-80.56,68.0,1969,9,1,18,3,13.0
4.2,Mw,-5.94,-77.4,124.0,1969,9,8,12,43,40.0
4.5,Mw,-4.4,-80.4,85.0,1969,9,19,2,45,47.0
4.0,Mw,-5.09,-81.6,45.0,1969,9,24,0,14,31.0
4.6,Mw,-2.24,-78.9,118.7,1969,10,27,22,32,32.0
4.4,Mw,-5.4,-81.5,12.0,1969,11,2,11,47,5.0
4.3,Mw,-2.5,-79.6,111.0,1969,11,10,0,10,22.0
4.0,Mw,-2.44,-80.23,62.0,1969,11,11,2,45,29.0
4.7,Mw,2.99,-79.02,38.0,1969,12,6,9,39,44.0
4.3,Mw,-0.91,-78.87,19.0,1969,12,17,7,5,25.0
4.2,Mw,-0.74,-78.3,26.0,1969,12,17,7,13,6.0
4.4,Mw,-3.26,-80.74,44.0,1969,12,23,17,27,47.0
3.9,Mw,-0.4,-80.0,62.0,1969,12,31,2,8,57.0
4.1,Mw,-5.99,-77.3,138.0,1970,1,3,2,8,14.0
4.7,Mw,-1.87,-78.54,19.0,1970,1,3,3,7,55.0
4.7,Mw,-2.47,-77.18,156.0,1970,1,11,22,49,59.0
3.9,Mw,-2.0,-80.8,168.0,1970,1,18,23,32,7.0
4.7,Mw,-4.21,-76.98,106.0,1970,1,30,5,41,51.0
4.5,Mw,3.47,-82.98,33.0,1970,2,2,9,19,38.0
4.7,Mw,-2.7,-75.3,58.0,1970,2,8,19,34,25.0
4.4,Mw,-5.33,-76.7,63.0,1970,2,9,2,16,24.0
4.0,Mw,-3.7,-79.8,33.0,1970,3,2,8,55,13.0
4.1,Mw,-2.89,-80.1,35.0,1970,3,6,2,28,15.0
5.2,Mw,-5.0,-83.0,33.0,1970,3,8,1,7,20.0
4.6,Mw,-2.21,-79.04,57.0,1970,3,25,13,17,44.0
4.9,Mw,-2.41,-79.1,41.0,1970,3,25,13,21,6.0
5.4,Mw,-5.7,-80.16,71.1,1970,3,31,8,50,14.0
4.4,Mw,-3.37,-77.38,88.0,1970,4,3,20,40,48.0
4.4,Mw,-0.2,-80.8,76.0,1970,4,7,17,41,35.0
4.8,Mw,-5.66,-77.09,60.0,1970,4,16,10,26,0.0
4.8,Mw,-3.89,-80.09,96.0,1970,4,25,5,54,54.0
5.2,Mw,-2.61,-81.94,31.7,1970,4,25,19,24,0.0
4.5,Mw,0.85,-83.49,33.0,1970,5,3,18,30,59.0
4.8,Mw,-3.42,-79.53,76.3,1970,5,7,10,12,57.0
4.2,Mw,-4.49,-78.9,61.0,1970,5,14,7,0,19.0
4.7,Mw,3.43,-82.87,35.0,1970,5,22,14,8,2.0
4.3,Mw,-1.66,-78.03,171.0,1970,5,22,20,41,57.0
4.6,Mw,-6.16,-76.56,62.0,1970,5,27,9,52,35.0
5.0,Mw,-5.57,-77.28,19.1,1970,6,5,10,13,2.0
4.6,Mw,-1.57,-80.6,54.0,1970,6,22,2,11,54.0
4.9,Mw,-1.76,-77.27,175.1,1970,7,17,17,49,0.0
4.7,Mw,-0.23,-78.65,71.0,1970,7,18,19,58,51.0
3.7,Mw,-2.85,-79.3,33.0,1970,7,21,5,26,22.0
4.4,Mw,-0.76,-80.0,83.0,1970,8,7,3,48,4.0
4.7,Mw,-4.33,-80.92,77.0,1977,9,20,17,17,50.0
4.6,Mw,-5.7,-77.18,74.9,1977,9,28,1,1,51.0
4.6,Mw,3.28,-77.66,125.0,1977,10,3,12,28,23.0
4.6,Mw,-1.77,-77.74,160.8,1977,11,3,5,5,10.0
4.5,Mw,-1.74,-77.77,170.0,1977,11,12,16,57,58.0
4.6,Mw,-1.71,-77.94,131.0,1978,1,24,20,20,28.0
4.8,Mw,-4.86,-77.88,75.9,1978,3,14,17,20,46.0
5.2,Mw,-5.2,-75.6,31.5,1978,3,24,0,31,21.0
4.7,Mw,3.35,-78.95,16.8,1978,4,3,3,6,44.0
4.8,Mw,-3.57,-77.12,52.9,1978,4,3,5,31,33.0
4.3,Mw,-1.69,-78.32,54.3,1978,4,7,9,52,6.0
4.5,Mw,3.62,-82.96,33.0,1978,4,9,0,53,12.0
5.0,Mw,-5.57,-81.21,32.2,1978,4,10,13,40,42.0
4.7,Mw,-5.73,-75.0,148.0,1978,4,11,22,57,48.0
4.5,Mw,-3.99,-83.01,33.0,1978,4,16,15,50,26.0
4.8,Mw,-2.07,-81.1,33.9,1978,4,23,1,58,49.0
4.3,Mw,-2.16,-80.63,53.0,1979,4,22,7,35,43.0
4.4,Mw,-1.6,-77.76,245.2,1979,4,30,1,4,24.0
4.6,Mw,-3.73,-79.46,95.7,1979,5,13,22,41,54.0
4.4,Mw,-6.31,-77.38,33.0,1979,5,20,1,43,24.0
4.3,Mw,0.44,-80.24,38.6,1979,5,25,4,31,35.0
4.8,Mw,-6.71,-74.36,116.0,1979,6,1,20,40,58.0
4.4,Mw,-1.65,-77.91,167.1,1979,6,2,1,32,52.0
5.0,Mw,-3.76,-80.86,49.0,1979,6,12,21,32,53.0
4.3,Mw,-2.52,-76.87,144.5,1979,6,16,18,6,58.0
4.3,Mw,1.96,-75.37,39.5,1979,8,24,17,55,39.0
4.9,Mw,-6.96,-80.61,19.5,1979,8,26,12,18,0.0
4.3,Mw,-1.16,-81.02,25.0,1979,9,5,7,13,2.0
4.9,Mw,-5.37,-77.5,40.6,1979,9,13,4,40,1.0
4.8,Mw,-2.28,-79.03,90.4,1979,9,16,9,9,11.0
5.3,Mw,-3.56,-76.18,118.5,1979,10,5,16,43,17.0
4.8,Mw,-6.35,-76.28,119.9,1979,10,9,16,57,6.0
4.8,Mw,-5.46,-77.19,16.1,1979,10,11,17,47,31.0
5.2,Mw,-5.44,-77.17,16.9,1979,10,11,17,48,34.0
4.6,Mw,-2.33,-76.67,141.0,1979,11,13,6,22,4.0
4.9,Mw,-6.27,-74.33,33.0,1979,11,18,13,50,45.0
4.9,Mw,-3.32,-80.71,59.1,1979,11,26,21,5,48.0
4.8,Mw,-2.59,-78.54,109.7,1979,12,4,12,47,58.0
8.1,Mw,1.62,-79.42,37.5,1979,12,12,7,59,4.0
5.4,Mw,2.3,-79.28,25.4,1979,12,12,8,14,50.0
5.3,Mw,2.06,-78.88,33.0,1979,12,12,8,32,4.0
5.7,Mw,2.87,-78.78,25.0,1979,12,12,8,33,52.0
4.7,Mw,3.34,-78.72,33.0,1979,12,14,6,20,58.0
4.5,Mw,2.42,-79.18,40.0,1979,12,14,7,13,34.0
4.6,Mw,2.73,-79.51,15.0,1979,12,14,8,42,22.0
4.2,Mw,2.68,-79.36,33.0,1979,12,14,9,36,25.0
4.5,Mw,2.41,-79.16,33.0,1979,12,14,9,55,5.0
4.5,Mw,2.43,-79.63,33.0,1979,12,14,16,43,12.0
4.2,Mw,2.43,-79.15,33.0,1979,12,14,20,27,26.0
4.2,Mw,3.1,-78.74,33.0,1979,12,15,3,51,44.0
4.3,Mw,3.31,-78.64,33.0,1979,12,15,4,32,14.0
4.5,Mw,2.77,-79.54,33.0,1979,12,15,7,35,21.0
4.5,Mw,2.75,-78.89,33.0,1979,12,15,7,45,6.0
4.4,Mw,1.97,-79.64,33.0,1979,12,15,10,55,30.0
5.0,Mw,3.05,-79.2,43.3,1979,12,15,15,23,33.0
4.6,Mw,2.77,-79.61,33.0,1979,12,15,16,11,27.0
4.4,Mw,3.63,-78.6,33.0,1979,12,15,19,56,34.0
4.8,Mw,2.88,-78.76,28.6,1979,12,15,20,1,51.0
5.0,Mw,2.71,-79.42,16.3,1979,12,15,20,26,21.0
4.7,Mw,2.81,-79.18,56.5,1979,12,15,20,37,21.0
4.6,Mw,2.46,-79.15,33.0,1979,12,15,23,27,54.0
4.6,Mw,2.54,-79.96,33.0,1979,12,16,8,17,24.0
4.2,Mw,2.9,-79.27,33.0,1979,12,16,8,27,4.0
4.9,Mw,2.69,-79.19,33.0,1979,12,16,15,43,13.0
4.6,Mw,2.96,-79.52,49.8,1979,12,17,2,16,50.0
4.4,Mw,2.89,-78.69,33.0,1979,12,17,6,10,49.0
4.4,Mw,3.48,-78.81,33.0,1979,12,17,9,25,53.0
4.5,Mw,2.59,-79.03,49.9,1979,12,17,10,58,12.0
4.6,Mw,3.29,-78.61,33.0,1979,12,17,12,40,11.0
4.6,Mw,2.51,-79.21,33.0,1979,12,18,7,46,50.0
4.5,Mw,2.28,-79.73,33.0,1979,12,18,8,43,16.0
4.5,Mw,3.0,-79.34,33.0,1979,12,18,17,11,36.0
4.1,Mw,3.02,-74.2,109.0,1967,2,10,0,39,40.0
4.0,Mw,2.93,-74.39,132.0,1967,2,10,6,39,12.0
4.3,Mw,3.3,-74.7,127.0,1967,2,11,8,55,43.0
4.3,Mw,3.2,-74.7,83.0,1967,2,12,13,55,8.0
4.2,Mw,0.31,-80.88,18.0,1968,5,27,21,32,4.0
4.1,Mw,0.26,-80.99,12.0,1968,5,27,22,49,20.0
4.1,Mw,4.0,-82.4,67.0,1968,5,29,13,24,0.0
4.3,Mw,3.7,-82.8,11.0,1968,5,29,14,18,30.0
4.5,Mw,3.3,-83.6,27.0,1968,5,29,21,36,11.0
4.1,Mw,0.9,-80.4,33.0,1968,6,5,13,42,19.0
3.7,Mw,-2.87,-79.07,196.0,1968,6,11,14,41,25.0
4.2,Mw,-6.34,-76.47,112.0,1968,6,12,17,33,8.0
4.2,Mw,-2.9,-79.2,105.0,1968,6,17,3,8,22.0
6.9,Mw,-5.55,-77.15,15.6,1968,6,19,8,13,34.0
4.7,Mw,-5.3,-77.13,33.0,1968,6,19,8,36,26.0
4.4,Mw,-3.4,-77.3,405.0,1968,6,19,8,38,13.0
4.3,Mw,-4.6,-78.7,128.0,1968,6,19,9,1,24.0
4.3,Mw,-5.9,-77.2,147.0,1968,6,19,9,1,24.0
4.3,Mw,-5.4,-76.86,255.0,1968,6,19,9,4,59.0
5.3,Mw,-5.37,-77.26,26.0,1968,6,19,9,5,48.0
4.4,Mw,-4.1,-77.4,278.0,1968,6,19,9,11,21.0
4.6,Mw,-5.75,-77.0,91.0,1968,6,19,9,17,20.0
4.2,Mw,-5.5,-77.0,33.0,1968,6,19,9,27,11.0
4.6,Mw,-5.64,-77.18,38.0,1968,6,19,9,28,1.0
4.0,Mw,-5.14,-77.13,33.0,1968,6,19,9,35,20.0
4.9,Mw,-5.67,-77.21,23.7,1968,6,19,10,18,46.0
4.8,Mw,-5.55,-77.23,23.3,1968,6,19,10,57,25.0
4.5,Mw,-5.3,-77.12,33.0,1968,6,19,11,0,6.0
4.5,Mw,-5.66,-77.0,49.0,1968,6,19,12,42,20.0
4.4,Mw,-5.93,-77.2,130.0,1968,6,19,12,46,21.0
4.2,Mw,-5.55,-76.97,33.0,1968,6,19,14,20,17.0
4.8,Mw,-5.82,-77.4,92.0,1968,6,19,16,54,36.0
4.2,Mw,-5.7,-77.9,33.0,1968,6,19,17,6,10.0
5.0,Mw,-5.64,-77.35,24.8,1968,6,19,17,7,44.0
4.5,Mw,-5.66,-77.1,33.0,1968,6,19,21,19,11.0
5.1,Mw,-5.62,-77.31,21.9,1968,6,19,23,38,59.0
4.4,Mw,-5.83,-77.31,118.0,1968,6,20,0,11,26.0
4.2,Mw,-5.42,-77.13,16.0,1968,6,20,0,28,13.0
4.2,Mw,-5.52,-77.01,33.0,1968,6,20,0,47,47.0
5.7,Mw,-5.51,-77.25,21.6,1968,6,20,2,38,38.0
4.2,Mw,-5.4,-76.6,33.0,1968,6,22,11,59,13.0
4.5,Mw,-5.51,-76.95,36.0,1968,6,22,18,34,7.0
4.3,Mw,-5.6,-77.28,33.0,1968,6,22,20,16,54.0
4.2,Mw,-5.8,-78.2,33.0,1968,6,23,19,9,50.0
4.3,Mw,-5.69,-77.2,64.0,1968,6,24,2,59,37.0
4.1,Mw,-5.49,-77.09,23.0,1968,6,24,10,58,59.0
4.3,Mw,-5.96,-76.7,132.0,1968,6,24,14,3,54.0
4.2,Mw,-5.56,-76.84,120.0,1968,6,25,10,3,57.0
4.8,Mw,-5.72,-77.29,22.7,1968,6,26,4,53,46.0
4.3,Mw,-6.24,-78.0,98.0,1968,6,26,6,33,55.0
4.1,Mw,-6.2,-76.7,153.0,1968,6,26,6,46,41.0
5.0,Mw,-5.59,-77.21,42.0,1968,6,26,16,34,15.0
4.5,Mw,-5.57,-77.17,48.0,1968,6,26,20,51,11.0
